Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Frequently,1458,Sales,7,4,Marketing,3,Male,34,4,2,Manager,4,Single,1581,13110,7,No,24,3,2,3,29,6,3,38,0,6,12
49,No,Travel_Rarely,636,Research & Development,5,2,Marketing,3,Male,94,2,2,Sales Executive,2,Married,9033,5011,1,No,25,3,2,3,7,1,4,9,4,8,9
48,No,Travel_Frequently,1449,Research & Development,9,1,Marketing,1,Female,89,4,5,Laboratory Technician,1,Married,13628,18363,5,No,20,4,2,1,29,4,4,34,14,8,12
28,No,Travel_Rarely,775,Research & Development,1,2,Life Sciences,3,Male,81,3,5,Sales Representative,4,Single,7166,21639,0,No,16,4,4,0,23,4,1,9,16,7,6
20,No,Travel_Frequently,1228,Sales,23,3,Marketing,1,Female,46,4,3,Sales Representative,1,Single,12486,14855,0,No,11,3,3,1,15,1,3,8,15,6,4
51,Yes,Travel_Rarely,454,Research & Development,20,3,Technical Degree,1,Male,83,3,2,Research Scientist,1,Married,2871,13051,4,No,19,3,1,1,5,3,1,21,0,11,14
41,No,Non-Travel,492,Research & Development,19,3,Life Sciences,4,Male,73,4,5,Manager,3,Married,6217,21211,6,No,19,3,3,2,5,2,4,25,15,5,7
56,No,Non-Travel,335,Research & Development,22,4,Marketing,1,Female,91,1,1,Manufacturing Director,4,Single,8056,4337,4,No,13,3,3,0,13,2,1,5,2,3,14
36,No,Non-Travel,1130,Sales,23,3,Technical Degree,2,Female,36,4,5,Research Director,2,Single,17415,2813,7,No,23,3,1,3,39,3,3,30,9,7,13
31,No,Non-Travel,1451,Research & Development,27,5,Life Sciences,3,Female,93,1,5,Research Director,3,Married,14668,9729,0,No,18,3,2,1,15,3,1,12,6,2,3
51,Yes,Non-Travel,568,Research & Development,26,1,Other,2,Female,60,1,5,Manufacturing Director,1,Divorced,12996,12939,2,No,12,3,4,0,9,0,3,25,10,4,6
48,No,Travel_Rarely,643,Human Resources,26,1,Medical,3,Female,49,1,1,Laboratory Technician,4,Married,7606,26756,5,No,25,3,2,0,23,3,3,35,9,12,16
42,No,Non-Travel,939,Research & Development,16,2,Other,2,Male,30,2,4,Laboratory Technician,4,Single,15200,11430,6,Yes,19,3,2,2,3,0,3,25,2,7,11
41,No,Travel_Rarely,336,Sales,2,5,Medical,3,Male,73,2,5,Manufacturing Director,2,Married,17642,2743,4,No,19,3,3,0,39,0,4,35,16,6,10
45,No,Travel_Rarely,944,Research & Development,17,4,Marketing,1,Female,49,3,4,Laboratory Technician,4,Married,11151,10627,5,No,13,3,3,3,25,6,2,6,5,0,9
19,No,Non-Travel,526,Research & Development,2,2,Technical Degree,1,Female,57,4,4,Research Director,2,Divorced,3072,5264,2,No,15,3,4,2,15,6,4,31,1,7,16
43,No,Travel_Frequently,457,Research & Development,26,5,Life Sciences,1,Male,84,3,3,Manager,4,Married,3143,22731,2,Yes,12,3,3,1,23,6,1,32,3,0,0
32,No,Non-Travel,1002,Research & Development,23,5,Other,4,Female,83,3,5,Research Scientist,3,Married,16072,2991,9,No,18,3,1,2,0,4,3,21,14,8,8
50,No,Non-Travel,1486,Research & Development,1,5,Other,3,Male,70,1,3,Manager,1,Single,13565,13799,7,Yes,19,3,1,3,14,6,4,27,15,1,11
22,No,Non-Travel,240,Sales,22,3,Medical,2,Male,72,3,5,Manufacturing Director,1,Single,2511,26853,7,Yes,15,3,3,1,7,1,1,25,6,4,9
25,No,Travel_Rarely,1275,Research & Development,21,5,Medical,4,Female,98,4,1,Sales Representative,2,Single,4000,12021,9,Yes,17,4,1,0,39,3,2,23,2,0,9
25,No,Travel_Rarely,722,Sales,28,1,Marketing,4,Female,50,1,2,Research Director,2,Married,1221,19497,7,No,19,3,2,2,12,0,2,9,4,8,6
24,No,Non-Travel,255,Research & Development,19,5,Life Sciences,1,Male,75,4,5,Research Director,1,Married,14082,7630,6,No,20,3,3,0,38,6,4,0,12,9,13
57,No,Non-Travel,1338,Sales,5,2,Life Sciences,3,Female,96,3,5,Research Director,4,Married,4463,20924,3,Yes,18,3,4,1,3,4,4,22,1,1,14
43,No,Travel_Rarely,1343,Sales,4,3,Life Sciences,3,Female,51,3,3,Research Scientist,1,Married,13419,23495,2,Yes,14,3,4,1,17,5,2,30,8,8,2
42,No,Travel_Rarely,1473,Research & Development,3,5,Other,4,Female,44,2,1,Manufacturing Director,3,Married,12603,16172,5,No,17,4,3,2,31,0,2,19,5,3,7
34,No,Travel_Frequently,343,Research & Development,15,4,Technical Degree,4,Female,54,1,1,Research Director,1,Married,3543,25210,5,Yes,13,3,3,1,32,3,3,7,12,14,12
38,No,Travel_Rarely,194,Research & Development,14,5,Other,4,Female,62,2,1,Research Scientist,4,Married,18452,15084,7,Yes,12,3,3,0,23,3,3,31,13,7,2
47,Yes,Non-Travel,852,Research & Development,11,5,Marketing,3,Female,33,1,4,Manager,1,Divorced,12359,4985,5,No,13,4,1,1,9,6,3,16,13,14,15
23,Yes,Travel_Rarely,1016,Sales,12,5,Life Sciences,1,Female,41,1,2,Research Director,1,Single,1792,14338,0,No,15,3,1,0,24,1,1,9,14,14,0
29,No,Non-Travel,990,Research & Development,14,4,Other,2,Male,32,2,4,Research Scientist,2,Single,11657,17541,6,No,23,3,4,0,5,6,4,6,7,3,15
50,Yes,Travel_Frequently,765,Sales,19,4,Medical,2,Female,50,1,4,Sales Representative,1,Single,16315,9122,8,Yes,19,3,2,3,11,2,1,15,6,12,4
37,No,Non-Travel,121,Research & Development,28,1,Technical Degree,2,Female,38,2,3,Manufacturing Director,3,Single,2262,20126,1,No,22,4,2,3,1,3,1,13,11,7,15
25,No,Travel_Rarely,841,Research & Development,5,4,Technical Degree,2,Male,93,3,2,Healthcare Representative,4,Single,14514,5709,9,Yes,25,3,2,1,30,1,1,13,9,7,13
26,No,Travel_Rarely,1101,Research & Development,10,2,Marketing,2,Male,33,4,1,Sales Representative,2,Married,3469,20994,1,No,23,3,3,1,27,5,1,15,12,5,14
58,No,Non-Travel,1298,Research & Development,21,2,Technical Degree,4,Female,85,3,3,Research Scientist,1,Divorced,13258,23156,2,No,15,3,1,0,30,0,1,3,8,6,1
41,No,Non-Travel,366,Research & Development,2,5,Marketing,2,Male,99,2,2,Healthcare Representative,3,Married,11492,12799,3,Yes,17,3,3,0,29,6,1,14,3,4,10
43,No,Travel_Frequently,1371,Sales,19,3,Other,3,Female,88,3,1,Research Scientist,2,Divorced,4546,18128,5,No,20,3,1,2,9,6,4,8,13,0,10
22,Yes,Travel_Frequently,309,Research & Development,16,2,Life Sciences,3,Female,78,4,2,Laboratory Technician,1,Divorced,9112,6634,3,No,14,4,3,2,20,1,2,16,6,6,13
30,No,Travel_Frequently,1280,Research & Development,3,3,Life Sciences,4,Female,88,1,1,Sales Executive,3,Married,5057,10529,4,No,16,4,1,2,22,6,3,27,0,11,12
24,No,Non-Travel,1196,Human Resources,7,2,Medical,1,Male,63,2,3,Sales Representative,3,Divorced,11057,16904,3,No,13,3,4,1,22,2,3,11,10,6,5
18,No,Travel_Rarely,394,Sales,13,1,Life Sciences,3,Male,53,4,3,Manager,4,Single,11538,2436,6,No,16,4,2,1,12,3,3,24,5,13,9
53,No,Non-Travel,664,Sales,23,5,Medical,4,Female,53,4,4,Sales Representative,4,Single,5839,16234,5,No,20,3,4,0,6,0,2,35,3,4,16
27,No,Travel_Frequently,603,Research & Development,14,4,Marketing,3,Male,31,4,3,Sales Executive,2,Married,5657,4805,6,Yes,23,3,2,2,37,1,3,25,12,9,15
38,No,Non-Travel,327,Research & Development,8,3,Life Sciences,2,Male,46,1,1,Sales Representative,1,Married,5465,9531,2,No,20,3,3,1,19,3,3,38,17,2,7
19,No,Travel_Rarely,1481,Research & Development,27,3,Technical Degree,4,Male,51,3,2,Research Director,2,Married,19326,8756,5,No,11,3,3,1,0,4,2,31,11,14,15
53,Yes,Non-Travel,738,Research & Development,20,5,Medical,1,Female,96,1,5,Research Director,1,Married,16095,12718,6,No,24,3,2,1,22,1,1,27,1,13,16
24,No,Travel_Frequently,131,Research & Development,1,3,Technical Degree,3,Female,97,1,5,Research Director,1,Married,13148,2963,6,No,21,3,1,1,36,3,2,35,17,4,5
50,No,Travel_Rarely,1357,Research & Development,14,5,Marketing,2,Female,33,1,4,Laboratory Technician,1,Married,6553,22586,4,No,20,4,3,1,38,5,3,15,8,3,16
36,Yes,Travel_Frequently,256,Research & Development,28,4,Life Sciences,1,Male,67,2,1,Sales Executive,4,Single,5823,4380,7,No,20,3,2,2,16,4,2,32,15,11,5
49,No,Travel_Rarely,921,Research & Development,16,2,Technical Degree,4,Male,74,2,2,Sales Executive,2,Single,2874,8235,0,No,24,3,1,2,0,3,1,10,8,1,11
43,No,Non-Travel,748,Sales,24,5,Life Sciences,4,Male,43,2,1,Sales Representative,2,Divorced,18996,26242,4,No,14,4,2,3,34,3,2,0,17,8,1
45,No,Travel_Frequently,611,Sales,22,1,Other,2,Male,55,2,3,Research Director,1,Married,9844,7920,1,Yes,24,3,3,0,21,6,2,33,16,7,4
51,No,Travel_Rarely,274,Sales,7,5,Other,2,Female,54,4,4,Sales Executive,4,Married,8599,20204,3,No,12,3,2,1,6,2,2,4,16,6,3
51,No,Travel_Frequently,1142,Research & Development,7,4,Other,2,Female,78,3,4,Manufacturing Director,4,Married,5133,12003,8,No,12,3,2,0,0,4,3,7,0,8,0
52,No,Travel_Rarely,680,Research & Development,8,3,Marketing,2,Male,67,1,1,Manufacturing Director,1,Married,13786,10053,1,No,15,3,1,0,1,2,2,33,5,12,4
32,Yes,Travel_Rarely,1492,Research & Development,21,3,Other,4,Male,30,2,1,Healthcare Representative,2,Married,14011,12936,1,Yes,23,3,2,0,21,3,2,0,17,3,15
45,No,Non-Travel,1434,Research & Development,19,4,Marketing,3,Male,69,1,2,Healthcare Representative,1,Married,13863,13740,3,Yes,13,3,1,0,36,1,2,12,12,10,14
47,No,Travel_Rarely,728,Research & Development,8,2,Other,1,Female,31,2,4,Human Resources,3,Divorced,3975,8597,8,No,25,3,3,2,31,2,1,29,14,14,1
20,No,Non-Travel,1442,Sales,8,3,Marketing,1,Male,73,2,2,Healthcare Representative,3,Married,13104,16743,8,No,13,3,2,1,23,3,2,39,17,0,5
48,No,Travel_Frequently,494,Research & Development,6,2,Marketing,4,Female,52,4,3,Sales Executive,2,Married,18566,20403,9,Yes,23,3,3,2,7,2,4,5,14,10,15
35,No,Travel_Rarely,393,Research & Development,14,1,Technical Degree,2,Male,89,4,5,Sales Representative,4,Single,4512,12158,3,No,19,3,4,0,13,4,1,36,11,6,14
59,No,Non-Travel,191,Research & Development,4,1,Marketing,4,Female,53,3,2,Manufacturing Director,3,Divorced,2344,5647,3,No,15,3,3,3,7,0,4,34,17,5,3
50,Yes,Travel_Rarely,1135,Human Resources,6,2,Life Sciences,1,Female,94,3,5,Manufacturing Director,1,Married,1232,6663,8,No,14,3,4,3,29,2,2,38,13,14,14
58,No,Non-Travel,1362,Research & Development,9,1,Medical,2,Male,31,2,2,Human Resources,1,Married,19180,12877,5,Yes,15,3,4,0,6,1,3,23,16,3,5
24,No,Travel_Rarely,367,Research & Development,4,2,Marketing,4,Female,81,4,1,Healthcare Representative,4,Married,1768,7448,3,No,11,3,2,1,14,3,4,39,7,6,10
54,No,Non-Travel,1086,Sales,9,4,Marketing,4,Female,42,1,2,Manager,3,Divorced,5476,17491,8,No,13,3,1,2,18,6,3,6,10,0,13
56,Yes,Travel_Rarely,234,Research & Development,18,5,Life Sciences,3,Male,58,4,4,Human Resources,3,Married,12556,22724,7,Yes,19,3,4,2,26,2,3,17,15,12,12
19,No,Travel_Rarely,945,Research & Development,12,5,Medical,4,Male,41,4,2,Sales Executive,2,Single,15336,6321,2,No,16,3,3,2,5,6,1,12,12,0,13
37,No,Travel_Rarely,1437,Research & Development,23,5,Other,1,Male,66,4,1,Sales Representative,1,Single,3737,6545,2,No,12,3,3,3,37,1,1,2,6,14,8
18,No,Non-Travel,372,Sales,9,2,Technical Degree,4,Male,87,1,1,Laboratory Technician,1,Single,1549,20978,8,No,21,3,4,3,19,4,4,15,15,8,16
31,No,Travel_Rarely,1335,Research & Development,24,1,Medical,2,Male,99,1,1,Sales Executive,3,Married,2220,16551,0,No,23,3,3,1,13,2,3,12,6,2,16
24,No,Travel_Rarely,929,Research & Development,11,2,Life Sciences,2,Female,97,1,4,Research Director,3,Married,7198,4397,6,No,17,3,2,1,26,5,3,27,7,4,14
38,No,Travel_Frequently,552,Sales,28,1,Marketing,3,Male,38,1,2,Healthcare Representative,4,Divorced,2514,8731,0,Yes,11,3,3,1,3,1,2,25,0,14,16
41,No,Travel_Rarely,339,Research & Development,2,5,Technical Degree,2,Male,77,4,2,Sales Executive,1,Married,2355,5264,3,No,13,3,2,1,39,3,3,5,15,10,15
42,No,Travel_Rarely,653,Sales,5,4,Marketing,4,Female,98,2,5,Manager,1,Married,7718,14582,2,No,11,3,1,1,23,5,4,21,13,3,4
23,No,Travel_Rarely,523,Research & Development,7,1,Marketing,1,Female,66,3,2,Healthcare Representative,2,Married,9483,11061,6,No,22,4,1,3,16,6,3,38,8,13,2
58,No,Travel_Rarely,896,Research & Development,4,2,Marketing,4,Female,53,4,5,Healthcare Representative,3,Divorced,1090,20023,0,No,25,3,1,2,35,0,4,7,7,2,6
41,Yes,Non-Travel,955,Research & Development,27,1,Medical,3,Male,45,4,5,Healthcare Representative,1,Single,12681,21350,0,No,16,3,4,1,26,3,1,1,11,4,11
34,Yes,Travel_Frequently,615,Research & Development,2,5,Marketing,4,Female,91,4,4,Sales Executive,1,Single,5001,12165,5,No,24,3,3,0,12,0,1,13,1,1,10
38,No,Travel_Rarely,1015,Sales,15,1,Other,1,Female,35,1,3,Manufacturing Director,3,Single,11819,23257,5,No,16,3,2,1,34,5,2,36,3,3,10
25,Yes,Travel_Frequently,1471,Research & Development,25,1,Life Sciences,1,Male,36,2,2,Manager,4,Single,18341,7188,4,Yes,13,4,4,2,24,1,1,31,6,14,13
35,No,Travel_Frequently,605,Research & Development,8,3,Marketing,3,Male,83,3,3,Research Scientist,3,Married,13466,14670,7,No,20,3,2,2,15,6,1,4,4,3,15
37,No,Travel_Frequently,593,Research & Development,12,1,Medical,2,Female,90,3,5,Sales Executive,4,Divorced,5756,22752,6,No,16,3,4,2,28,4,4,8,11,8,11
41,Yes,Travel_Rarely,1239,Research & Development,7,3,Life Sciences,2,Male,59,4,1,Sales Executive,2,Single,6791,15746,3,No,17,3,1,3,21,4,1,3,10,9,12
26,No,Non-Travel,1196,Sales,4,4,Marketing,2,Male,81,3,1,Manufacturing Director,4,Single,1373,7368,3,No,12,3,4,1,6,6,1,16,16,12,4
24,No,Travel_Rarely,103,Research & Development,28,2,Marketing,4,Female,53,3,4,Manager,1,Divorced,4854,6573,5,Yes,14,3,1,0,19,6,4,36,14,1,7
51,No,Non-Travel,1434,Human Resources,10,3,Technical Degree,3,Male,63,1,4,Research Scientist,2,Single,9023,9258,6,Yes,21,3,2,0,33,3,4,32,7,6,4
59,No,Travel_Rarely,126,Sales,17,5,Medical,1,Female,96,4,1,Sales Executive,1,Married,3704,25636,3,No,25,3,1,0,39,1,1,2,9,5,13
57,No,Travel_Frequently,1289,Sales,10,5,Marketing,3,Female,95,2,1,Laboratory Technician,4,Divorced,14631,7578,3,No,18,4,2,3,26,6,4,38,7,5,10
32,No,Travel_Rarely,1240,Research & Development,21,5,Life Sciences,4,Male,47,3,5,Manager,1,Divorced,19861,7360,3,No,25,3,4,1,16,5,1,38,13,0,4
55,No,Non-Travel,1249,Research & Development,4,4,Medical,4,Male,88,2,4,Sales Representative,2,Divorced,15035,2963,9,No,12,3,4,3,36,5,3,11,7,14,14
44,No,Travel_Rarely,1321,Research & Development,2,4,Other,1,Female,98,4,3,Research Director,3,Married,14582,11992,4,No,13,3,1,2,24,6,2,18,10,11,16
25,No,Non-Travel,913,Sales,10,1,Medical,3,Male,63,3,1,Sales Representative,1,Married,12660,23615,1,No,17,3,4,0,31,2,2,8,13,0,4
24,No,Non-Travel,1472,Sales,28,1,Other,3,Male,47,4,4,Laboratory Technician,4,Single,18016,24544,7,No,13,3,1,0,28,4,1,3,0,8,2
20,No,Travel_Frequently,817,Sales,16,5,Other,4,Female,47,1,2,Healthcare Representative,3,Single,19183,14100,4,No,21,3,4,2,29,4,1,9,9,3,15
33,No,Travel_Rarely,1144,Sales,8,4,Technical Degree,3,Female,67,2,4,Manufacturing Director,1,Married,14621,4190,4,No,14,3,3,2,22,3,2,6,5,9,14
45,No,Non-Travel,690,Sales,6,2,Medical,2,Female,34,2,1,Sales Executive,4,Married,14053,17255,9,No,17,3,1,1,12,5,1,35,3,12,8
58,No,Non-Travel,709,Research & Development,24,2,Other,2,Male,92,2,4,Laboratory Technician,1,Married,9746,14283,1,No,11,3,4,3,9,2,2,14,10,0,15
53,No,Travel_Frequently,474,Research & Development,11,2,Marketing,4,Female,77,4,4,Human Resources,1,Married,4980,2480,4,No,25,3,4,3,6,1,2,5,5,3,11
25,No,Travel_Frequently,1144,Sales,21,2,Other,1,Female,71,1,3,Sales Representative,3,Married,14290,26245,1,No,12,3,3,1,16,3,4,15,3,4,1
50,No,Travel_Rarely,1052,Sales,22,1,Life Sciences,1,Male,93,1,4,Human Resources,1,Married,2752,6461,9,Yes,11,3,3,0,31,3,1,2,3,1,15
26,No,Travel_Frequently,210,Research & Development,21,5,Marketing,4,Male,52,2,1,Sales Executive,4,Married,7410,24138,7,Yes,24,4,2,2,26,6,3,27,7,3,13
51,No,Travel_Rarely,778,Sales,17,2,Other,3,Female,35,2,3,Sales Executive,4,Divorced,1632,20168,8,No,18,3,3,1,37,1,1,31,0,12,0
42,No,Travel_Frequently,440,Research & Development,2,5,Technical Degree,1,Male,61,2,5,Research Director,1,Married,9359,20311,6,Yes,11,3,2,2,8,0,4,1,4,13,5
30,No,Travel_Rarely,1241,Sales,3,1,Technical Degree,4,Male,86,1,5,Research Director,1,Single,3674,11940,9,No,25,3,1,0,1,2,4,3,9,13,8
49,No,Travel_Rarely,595,Research & Development,26,3,Other,3,Female,69,3,5,Healthcare Representative,1,Single,3295,20553,5,No,19,3,2,3,29,3,2,38,10,4,6
58,No,Travel_Frequently,1466,Research & Development,8,3,Medical,4,Female,58,3,4,Laboratory Technician,4,Single,2450,5885,8,Yes,18,3,4,3,39,0,4,7,15,1,7
28,No,Travel_Rarely,483,Research & Development,8,1,Marketing,1,Female,38,4,2,Human Resources,3,Single,15796,3660,7,No,19,3,1,0,26,6,1,14,13,9,14
51,No,Travel_Frequently,695,Research & Development,13,1,Other,3,Male,75,1,1,Sales Representative,3,Married,17354,20127,3,No,24,3,2,1,25,2,4,19,13,12,9
35,No,Travel_Rarely,1495,Research & Development,2,1,Medical,1,Male,43,4,5,Human Resources,2,Married,7584,4286,3,No,17,3,2,0,5,0,2,9,10,1,16
21,No,Non-Travel,1358,Research & Development,20,2,Medical,3,Male,32,2,3,Healthcare Representative,3,Divorced,17900,3600,4,No,17,3,1,1,13,3,3,33,1,9,8
50,No,Travel_Rarely,457,Research & Development,8,4,Medical,1,Female,69,4,3,Sales Representative,1,Divorced,14347,22368,0,Yes,12,4,4,2,39,3,3,15,6,1,5
38,No,Non-Travel,189,Research & Development,2,3,Medical,2,Female,39,4,1,Sales Representative,3,Married,7447,23186,6,No,20,4,3,2,5,5,3,2,9,5,11
18,No,Travel_Rarely,832,Research & Development,25,4,Technical Degree,3,Female,76,3,1,Research Director,4,Married,1390,3312,0,No,22,3,2,1,30,5,2,21,9,9,16
51,Yes,Travel_Rarely,277,Research & Development,21,3,Life Sciences,3,Female,91,3,4,Manufacturing Director,2,Single,19303,25555,0,Yes,20,3,4,3,1,1,2,26,6,11,4
21,No,Travel_Rarely,312,Research & Development,12,4,Life Sciences,2,Male,42,2,4,Research Scientist,4,Married,16989,9106,2,No,19,3,2,1,36,4,1,15,16,3,5
28,No,Non-Travel,1449,Research & Development,1,1,Other,2,Female,40,2,4,Laboratory Technician,1,Married,19947,13768,7,No,12,3,1,1,37,6,4,35,17,7,16
34,No,Non-Travel,1301,Research & Development,9,1,Marketing,3,Male,94,1,2,Manufacturing Director,4,Single,9681,5391,4,No,13,4,3,1,11,6,3,9,11,7,9
24,No,Travel_Rarely,1397,Research & Development,14,5,Medical,2,Female,32,4,5,Sales Representative,3,Divorced,2002,4757,7,No,17,3,1,2,19,0,4,23,1,10,5
26,No,Non-Travel,571,Research & Development,5,5,Marketing,1,Male,55,3,4,Healthcare Representative,2,Divorced,17081,19234,8,No,13,3,4,1,19,5,2,4,5,4,7
54,No,Travel_Rarely,968,Research & Development,2,1,Life Sciences,1,Male,80,4,1,Laboratory Technician,3,Divorced,2851,3031,6,No,20,3,2,3,23,2,2,39,12,12,6
42,No,Non-Travel,485,Research & Development,27,4,Marketing,4,Male,72,4,5,Healthcare Representative,3,Married,4749,8751,4,No,12,3,3,1,24,2,4,25,12,9,0
33,Yes,Non-Travel,451,Research & Development,10,1,Technical Degree,1,Male,43,1,3,Sales Representative,4,Married,13839,4384,2,Yes,19,3,4,2,18,6,3,0,17,12,9
46,No,Travel_Frequently,1289,Research & Development,4,5,Life Sciences,2,Female,46,4,4,Human Resources,3,Divorced,18525,2434,2,Yes,17,3,4,1,22,3,1,2,9,2,5
38,No,Non-Travel,118,Research & Development,11,3,Medical,1,Female,85,3,4,Laboratory Technician,4,Single,19667,8398,6,No,12,3,4,1,14,4,2,30,7,4,4
20,No,Travel_Rarely,181,Human Resources,21,4,Medical,1,Female,84,4,2,Laboratory Technician,4,Single,14108,8126,8,Yes,25,4,1,1,19,2,1,33,13,6,9
21,No,Travel_Rarely,1223,Research & Development,13,5,Technical Degree,2,Male,77,4,5,Manufacturing Director,4,Single,17289,17157,1,No,11,3,3,0,38,2,3,30,3,8,12
32,No,Travel_Rarely,321,Research & Development,2,4,Other,4,Male,88,4,4,Human Resources,1,Married,17242,24705,4,No,13,3,3,2,27,2,2,21,2,11,1
53,No,Travel_Frequently,418,Research & Development,8,2,Life Sciences,2,Female,70,1,1,Research Director,1,Single,12213,11054,3,No,11,3,4,3,39,1,3,10,5,10,9
41,No,Non-Travel,431,Sales,21,3,Technical Degree,2,Male,66,2,1,Manufacturing Director,3,Single,11005,10579,8,No,14,4,4,3,13,5,4,28,4,5,3
58,Yes,Non-Travel,1283,Research & Development,19,1,Life Sciences,1,Male,99,3,3,Healthcare Representative,4,Divorced,3542,6290,6,No,14,3,2,2,39,0,1,28,1,2,13
49,Yes,Non-Travel,1209,Research & Development,12,4,Life Sciences,1,Male,84,2,3,Sales Representative,2,Married,12021,17964,6,No,20,3,3,3,3,1,1,24,6,13,12
36,No,Travel_Frequently,1142,Human Resources,2,2,Medical,4,Male,98,2,1,Research Director,1,Divorced,7245,21636,1,No,17,3,3,2,17,2,3,3,16,0,15
33,No,Non-Travel,156,Research & Development,18,3,Other,3,Female,79,1,4,Sales Representative,2,Divorced,17935,7933,1,No,20,3,1,2,30,1,3,18,5,5,11
29,No,Travel_Rarely,206,Sales,18,3,Medical,3,Male,60,4,4,Research Director,4,Single,17815,8112,7,No,23,3,1,2,11,4,1,12,15,6,11
29,No,Travel_Rarely,116,Research & Development,5,1,Technical Degree,3,Male,35,3,2,Human Resources,1,Divorced,2559,19730,1,No,13,3,4,3,39,3,3,29,4,4,0
31,No,Travel_Rarely,193,Research & Development,1,5,Life Sciences,4,Female,63,3,2,Sales Representative,1,Married,1717,17286,7,No,17,3,4,3,19,5,4,8,11,1,5
43,Yes,Travel_Rarely,791,Sales,28,3,Medical,4,Male,49,4,4,Laboratory Technician,1,Married,7044,22404,1,No,12,3,1,0,32,1,3,1,7,8,4
22,Yes,Travel_Rarely,910,Human Resources,24,4,Technical Degree,2,Male,81,1,1,Research Director,4,Married,12269,7895,8,Yes,12,3,4,1,13,1,3,26,13,9,7
30,No,Travel_Rarely,1032,Sales,16,5,Life Sciences,1,Female,93,1,3,Research Director,2,Divorced,3574,16244,8,Yes,15,3,2,3,4,0,3,16,14,2,4
28,No,Travel_Rarely,1439,Sales,22,2,Marketing,4,Female,85,2,1,Manufacturing Director,4,Married,2820,7556,9,No,18,3,4,3,8,5,4,11,12,14,2
44,No,Travel_Rarely,746,Sales,3,2,Other,1,Male,82,2,2,Laboratory Technician,2,Married,14712,6986,1,No,12,3,4,0,4,5,4,33,17,12,3
37,Yes,Travel_Rarely,1326,Sales,15,3,Technical Degree,1,Male,36,2,2,Laboratory Technician,2,Married,7198,11313,0,Yes,23,3,1,2,16,6,1,7,13,6,11
40,No,Travel_Rarely,1053,Research & Development,21,5,Medical,1,Female,88,3,2,Human Resources,4,Single,12052,19761,8,No,11,3,4,3,19,4,4,21,8,12,3
43,No,Non-Travel,1290,Research & Development,16,3,Life Sciences,2,Male,45,1,3,Research Director,2,Single,10633,14217,9,No,25,3,1,3,0,5,3,34,15,7,14
33,Yes,Travel_Rarely,1448,Sales,28,3,Other,2,Female,62,3,3,Research Director,3,Divorced,9171,5104,6,Yes,14,3,2,0,19,2,1,38,17,11,13
29,No,Travel_Rarely,906,Sales,17,5,Marketing,2,Male,91,3,1,Research Scientist,3,Divorced,4184,13793,5,No,20,3,2,2,39,0,3,16,11,13,9
44,No,Non-Travel,1341,Research & Development,12,5,Life Sciences,4,Female,58,2,5,Sales Executive,1,Married,7979,11684,2,No,25,4,4,1,35,5,4,29,6,3,1
48,No,Travel_Rarely,287,Sales,26,4,Medical,3,Male,38,1,5,Research Director,3,Married,7912,19145,7,Yes,21,3,1,3,29,1,4,7,3,12,2
46,No,Non-Travel,120,Sales,21,4,Life Sciences,2,Female,30,4,4,Sales Representative,1,Single,16724,21578,7,Yes,23,3,2,2,19,4,2,12,15,11,15
43,No,Travel_Frequently,193,Sales,13,3,Technical Degree,1,Female,86,4,1,Laboratory Technician,3,Married,17166,21409,6,No,12,4,2,3,39,1,3,35,10,14,10
59,No,Travel_Frequently,896,Research & Development,8,3,Medical,4,Male,44,4,3,Manufacturing Director,4,Married,17870,17913,1,No,13,3,3,2,21,6,4,21,10,13,1
40,No,Non-Travel,1077,Research & Development,4,2,Life Sciences,1,Male,35,2,5,Manager,3,Married,19566,3893,2,No,19,4,1,0,15,0,2,17,14,8,8
